date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:35	1013142/1013142	---MCZ	200	added ('OK')	text/html	etag:W/%22f6165e021242c0b341b94283e1ce7c0c%22	https://www.winnovia.co/blog/tags/odoo-project	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/odoo-project.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:40	1013168/1013168	---MCZ	200	added ('OK')	text/html	etag:W/%2265a0c97047496f7528b8cd5b2201d361%22	https://www.winnovia.co/blog/tags/sap	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/sap.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:40	4266/4266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Aug%202024%2014:42:34%20GMT	https://static.wixstatic.com/media/43eeab_146795677abf4a1b88e01ac4e4753c7b~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/43eeab_146795677abf4a1b88e01ac4e4753c7b~mv2.jpg	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.wixstatic.com/media/43eeab_146795677abf4a1b88e01ac4e4753c7b_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2/43eeab_146795677abf4a1b88e01ac4e4753c7b_mv2	(from https://www.winnovia.co/post/reasons-for-erp-projects-failure-and-how-to-avoid-them)
17:42:43	1012673/1012673	---MCZ	200	added ('OK')	text/html	etag:W/%22c41493cc7fc0931d0ddb8f7cdd3e5b70%22	https://www.winnovia.co/blog/tags/sap-1	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/sap-1.html	(from https://www.winnovia.co/post/reasons-for-erp-projects-failure-and-how-to-avoid-them)
17:42:49	1013051/1013051	---MCZ	200	added ('OK')	text/html	etag:W/%22ac642872c688dae851c1e65d0c08b457%22	https://www.winnovia.co/blog/tags/implementation-plan	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/implementation-plan.html	(from https://www.winnovia.co/post/reasons-for-erp-projects-failure-and-how-to-avoid-them)
17:42:52	914315/914315	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%220f7f060e0429820417bbe9a11f3722b8%22	https://www.winnovia.co/blog/tags/c	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/c.46.delayed	(from https://www.winnovia.co/blog/tags/oracle)
17:42:55	908939/908939	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22d75f4074ad88786d8e6acad6ea17c2c2%22	https://www.winnovia.co/blog/tags/t	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/t.47.delayed	(from https://www.winnovia.co/blog/tags/oracle)
17:43:01	914906/914906	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224d080e023f8211be6cc681fa5dc6c18e%22	https://www.winnovia.co/blog/tags/robots.txt	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/robots.48.delayed	(from https://www.winnovia.co/blog/tags/oracle)
17:43:01	2958/2958	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:42:56%20GMT	https://www.winnovia.co/blog/tags/sitemap.xml	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/sitemap.49.delayed	(from https://www.winnovia.co/blog/tags/oracle)
17:43:02	2958/2958	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:42:56%20GMT	https://www.winnovia.co/blog/tags/feed.xml	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/feed.4a.delayed	(from https://www.winnovia.co/blog/tags/oracle)
17:43:06	915097/915097	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%221673b1c4290806cfecf5dd2e27e7abd6%22	https://www.winnovia.co/blog/tags/${i.uri}	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/${i.4b.delayed	(from https://www.winnovia.co/blog/tags/oracle)
17:43:25	914668/914668	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22302205c7c6329329f91f77d7f4cb5821%22	https://www.winnovia.co/blog/tags/decodeURIComponent(e	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/decodeURIComponent(e.html	(from https://www.winnovia.co/blog/tags/oracle)
